zip,city,district,region
62917,Phan Rang-Thap Cham,District #25,Central
62918,Hue,District #25,Central
62919,Tuy Hoa,District #25,Central
62920,Kon Tum,District #25,Central
62921,Hoi An,District #25,Central
62922,Da Nang,District #25,Central
62923,Quy Nhon,District #25,Central
62924,Nha Trang,District #25,Central
62926,Kon Tum,District #25,Central
62927,Tam Ky,District #25,Central
62928,Dong Hoi,District #25,Central
62930,Kon Tum,District #25,Central
62931,Phan Rang-Thap Cham,District #25,Central
62932,Tuy Hoa,District #25,Central
62933,Kon Tum,District #25,Central
62934,Tuy Hoa,District #25,Central
62935,Hoi An,District #25,Central
62938,Tuy Hoa,District #25,Central
62939,Nha Trang,District #25,Central
62940,Nha Trang,District #25,Central
62941,Dong Hoi,District #25,Central
62942,Nha Trang,District #25,Central
62943,Da Nang,District #25,Central
62946,Kon Tum,District #25,Central
62947,Quang Ngai,District #25,Central
62948,Tuy Hoa,District #25,Central
62949,Phan Rang-Thap Cham,District #25,Central
62950,Dong Hoi,District #25,Central
62951,Dong Hoi,District #25,Central
62952,Phan Rang-Thap Cham,District #25,Central
62953,Nha Trang,District #25,Central
62954,Phan Rang-Thap Cham,District #25,Central
62955,Tuy Hoa,District #25,Central
62956,Hoi An,District #25,Central
62957,Hue,District #25,Central
62958,Phan Thiet,District #25,Central
62959,Phan Thiet,District #25,Central
62960,Kon Tum,District #25,Central
62961,Hue,District #25,Central
62962,Phan Thiet,District #25,Central
62963,Phan Thiet,District #25,Central
62964,Phan Rang-Thap Cham,District #25,Central
62965,Tam Ky,District #25,Central
62966,Quang Ngai,District #25,Central
62967,Tam Ky,District #25,Central
62969,Da Nang,District #25,Central
62970,Quang Ngai,District #25,Central
62971,Hoi An,District #25,Central
62972,Hoi An,District #25,Central
62973,Da Nang,District #25,Central
62974,Tam Ky,District #25,Central
62975,Da Nang,District #25,Central
62976,Phan Thiet,District #25,Central
62977,Phan Thiet,District #25,Central
62979,Phan Rang-Thap Cham,District #25,Central
62982,Nha Trang,District #25,Central
62983,Hue,District #25,Central
62984,Quang Ngai,District #25,Central
62985,Tuy Hoa,District #25,Central
62987,Da Nang,District #25,Central
62988,Phan Thiet,District #25,Central
62990,Tam Ky,District #25,Central
62992,Phan Rang-Thap Cham,District #25,Central
62993,Da Nang,District #25,Central
62994,Tam Ky,District #25,Central
62995,Tam Ky,District #25,Central
62996,Da Nang,District #25,Central
62997,Tuy Hoa,District #25,Central
62998,Kon Tum,District #25,Central
62999,Quang Ngai,District #25,Central
62238,Quy Nhon,District #25,Central
62250,Dong Hoi,District #25,Central
62263,Quy Nhon,District #25,Central
62272,Quy Nhon,District #25,Central
62274,Phan Rang-Thap Cham,District #25,Central
62280,Dong Hoi,District #25,Central
63632,Nha Trang,District #25,Central
63655,Quy Nhon,District #25,Central
63662,Phan Thiet,District #25,Central
63701,Quang Ngai,District #25,Central
63702,Da Nang,District #25,Central
63703,Phan Thiet,District #25,Central
63730,Tuy Hoa,District #25,Central
63732,Nha Trang,District #25,Central
63735,Kon Tum,District #25,Central
63736,Kon Tum,District #25,Central
63737,Kon Tum,District #25,Central
63738,Quy Nhon,District #25,Central
63739,Kon Tum,District #25,Central
63740,Phan Rang-Thap Cham,District #25,Central
63742,Phan Thiet,District #25,Central
63743,Quang Ngai,District #25,Central
63744,Nha Trang,District #25,Central
63745,Hoi An,District #25,Central
63746,Kon Tum,District #25,Central
63747,Quang Ngai,District #25,Central
63748,Kon Tum,District #25,Central
63750,Quang Ngai,District #25,Central
63751,Quang Ngai,District #25,Central
63752,Da Nang,District #25,Central
63755,Quy Nhon,District #25,Central
63758,Quang Ngai,District #25,Central
63760,Hue,District #25,Central
63763,Hue,District #25,Central
63764,Dong Hoi,District #25,Central
63766,Hoi An,District #25,Central
63767,Tuy Hoa,District #25,Central
63769,Tam Ky,District #25,Central
63770,Quy Nhon,District #25,Central
63771,Hue,District #25,Central
63774,Quy Nhon,District #25,Central
63775,Quang Ngai,District #25,Central
63776,Quang Ngai,District #25,Central
63779,Nha Trang,District #25,Central
63780,Da Nang,District #25,Central
63781,Kon Tum,District #25,Central
63782,Kon Tum,District #25,Central
63783,Phan Thiet,District #25,Central
63784,Nha Trang,District #25,Central
63785,Dong Hoi,District #25,Central
63787,Hue,District #25,Central
63801,Phan Thiet,District #25,Central
63820,Da Nang,District #25,Central
63821,Tam Ky,District #25,Central
63822,Phan Thiet,District #25,Central
63823,Tuy Hoa,District #25,Central
63824,Phan Thiet,District #25,Central
63825,Tam Ky,District #25,Central
63826,Hue,District #25,Central
63827,Da Nang,District #25,Central
63828,Hue,District #25,Central
63829,Da Nang,District #25,Central
63830,Tam Ky,District #25,Central
63833,Da Nang,District #25,Central
63834,Hoi An,District #25,Central
63837,Tam Ky,District #25,Central
63839,Tuy Hoa,District #25,Central
63840,Tuy Hoa,District #25,Central
63841,Da Nang,District #25,Central
63845,Phan Thiet,District #25,Central
63846,Quang Ngai,District #25,Central
63847,Quy Nhon,District #25,Central
63848,Quy Nhon,District #25,Central
63849,Phan Thiet,District #25,Central
63850,Tam Ky,District #25,Central
63851,Hoi An,District #25,Central
63852,Tam Ky,District #25,Central
63853,Da Nang,District #25,Central
63855,Hue,District #25,Central
63857,Nha Trang,District #25,Central
63860,Hoi An,District #25,Central
63862,Quy Nhon,District #25,Central
63863,Da Nang,District #25,Central
63866,Dong Hoi,District #25,Central
63867,Hue,District #25,Central
63868,Hoi An,District #25,Central
63869,Kon Tum,District #25,Central
63870,Da Nang,District #25,Central
63873,Nha Trang,District #25,Central
63874,Quang Ngai,District #25,Central
63875,Nha Trang,District #25,Central
63876,Nha Trang,District #25,Central
63877,Hue,District #25,Central
63878,Tam Ky,District #25,Central
63879,Phan Rang-Thap Cham,District #25,Central
63880,Dong Hoi,District #25,Central
63881,Kon Tum,District #25,Central
63882,Tuy Hoa,District #25,Central
63901,Phan Rang-Thap Cham,District #25,Central
63902,Tam Ky,District #25,Central
63931,Dong Hoi,District #25,Central
63932,Quang Ngai,District #25,Central
63933,Phan Rang-Thap Cham,District #25,Central
63934,Quang Ngai,District #25,Central
63935,Quy Nhon,District #25,Central
63936,Da Nang,District #25,Central
63937,Phan Thiet,District #25,Central
63938,Tam Ky,District #25,Central
63939,Phan Rang-Thap Cham,District #25,Central
63940,Tuy Hoa,District #25,Central
63941,Da Nang,District #25,Central
63942,Dong Hoi,District #25,Central
63943,Tam Ky,District #25,Central
63944,Hoi An,District #25,Central
63945,Nha Trang,District #25,Central
63950,Dong Hoi,District #25,Central
63951,Hue,District #25,Central
63952,Dong Hoi,District #25,Central
63953,Phan Thiet,District #25,Central
63954,Hue,District #25,Central
63955,Da Nang,District #25,Central
63956,Da Nang,District #25,Central
63957,Tuy Hoa,District #25,Central
63960,Phan Thiet,District #25,Central
63961,Kon Tum,District #25,Central
63962,Da Nang,District #25,Central
63963,Tam Ky,District #25,Central
63964,Da Nang,District #25,Central
63965,Quy Nhon,District #25,Central
63966,Nha Trang,District #25,Central
63967,Dong Hoi,District #25,Central
65606,Phan Thiet,District #25,Central
65688,Phan Rang-Thap Cham,District #25,Central
65690,Da Nang,District #25,Central
65692,Hoi An,District #25,Central
65778,Nha Trang,District #25,Central
65791,Nha Trang,District #25,Central
38850,Quy Nhon,District #25,Central
38863,Dong Hoi,District #25,Central
38864,Tuy Hoa,District #25,Central
38869,Kon Tum,District #25,Central
38871,Tuy Hoa,District #25,Central
38874,Nha Trang,District #25,Central
38878,Hoi An,District #25,Central
38901,Quy Nhon,District #25,Central
38902,Phan Rang-Thap Cham,District #25,Central
38913,Kon Tum,District #25,Central
38914,Quy Nhon,District #25,Central
38915,Hoi An,District #25,Central
38916,Da Nang,District #25,Central
38920,Da Nang,District #25,Central
38921,Dong Hoi,District #25,Central
38922,Dong Hoi,District #25,Central
38925,Dong Hoi,District #25,Central
38926,Da Nang,District #25,Central
38927,Tam Ky,District #25,Central
38928,Hoi An,District #25,Central
38929,Quy Nhon,District #25,Central
38940,Dong Hoi,District #25,Central
38943,Nha Trang,District #25,Central
38944,Dong Hoi,District #25,Central
38948,Nha Trang,District #25,Central
38949,Quang Ngai,District #25,Central
38950,Tam Ky,District #25,Central
38951,Quy Nhon,District #25,Central
38953,Hue,District #25,Central
38955,Quang Ngai,District #25,Central
38957,Kon Tum,District #25,Central
38958,Dong Hoi,District #25,Central
38960,Tuy Hoa,District #25,Central
38961,Phan Rang-Thap Cham,District #25,Central
38962,Da Nang,District #25,Central
38963,Phan Rang-Thap Cham,District #25,Central
38964,Hoi An,District #25,Central
38965,Dong Hoi,District #25,Central
38966,Kon Tum,District #25,Central
38601,Phan Thiet,District #25,Central
38602,Quy Nhon,District #25,Central
38603,Phan Thiet,District #25,Central
38606,Dong Hoi,District #25,Central
38609,Hue,District #25,Central
38610,Hoi An,District #25,Central
38611,Kon Tum,District #25,Central
38614,Phan Thiet,District #25,Central
38617,Phan Thiet,District #25,Central
38618,Quy Nhon,District #25,Central
38619,Nha Trang,District #25,Central
38620,Phan Rang-Thap Cham,District #25,Central
38621,Da Nang,District #25,Central
38622,Phan Thiet,District #25,Central
38623,Dong Hoi,District #25,Central
38626,Dong Hoi,District #25,Central
38627,Tam Ky,District #25,Central
38628,Kon Tum,District #25,Central
38629,Tuy Hoa,District #25,Central
38630,Da Nang,District #25,Central
38631,Quang Ngai,District #25,Central
38632,Phan Thiet,District #25,Central
38633,Da Nang,District #25,Central
38634,Tuy Hoa,District #25,Central
38635,Hoi An,District #25,Central
38637,Quang Ngai,District #25,Central
38638,Phan Thiet,District #25,Central
38639,Tam Ky,District #25,Central
38641,Da Nang,District #25,Central
38642,Da Nang,District #25,Central
38643,Tuy Hoa,District #25,Central
38644,Kon Tum,District #25,Central
38645,Nha Trang,District #25,Central
38646,Kon Tum,District #25,Central
38647,Tam Ky,District #25,Central
38649,Da Nang,District #25,Central
38650,Quang Ngai,District #25,Central
38651,Kon Tum,District #25,Central
38652,Nha Trang,District #25,Central
38654,Kon Tum,District #25,Central
38655,Dong Hoi,District #25,Central
38658,Quy Nhon,District #25,Central
38659,Tuy Hoa,District #25,Central
38661,Quy Nhon,District #25,Central
38663,Hue,District #25,Central
38664,Phan Thiet,District #25,Central
38665,Quy Nhon,District #25,Central
38666,Quang Ngai,District #25,Central
38668,Tuy Hoa,District #25,Central
38669,Da Nang,District #25,Central
38670,Tuy Hoa,District #25,Central
38671,Quy Nhon,District #25,Central
38672,Quang Ngai,District #25,Central
38673,Tam Ky,District #25,Central
38674,Phan Rang-Thap Cham,District #25,Central
38675,Hoi An,District #25,Central
38676,Hue,District #25,Central
38677,Quy Nhon,District #25,Central
38679,Hue,District #25,Central
38680,Hoi An,District #25,Central
38683,Dong Hoi,District #25,Central
38685,Phan Rang-Thap Cham,District #25,Central
38686,Tuy Hoa,District #25,Central
38720,Nha Trang,District #25,Central
38726,Phan Rang-Thap Cham,District #25,Central
38730,Quy Nhon,District #25,Central
38732,Hoi An,District #25,Central
38733,Phan Rang-Thap Cham,District #25,Central
38737,Quang Ngai,District #25,Central
38738,Quy Nhon,District #25,Central
38739,Dong Hoi,District #25,Central
38740,Tuy Hoa,District #25,Central
38746,Hoi An,District #25,Central
38759,Hue,District #25,Central
38762,Quang Ngai,District #25,Central
38764,Da Nang,District #25,Central
38767,Dong Hoi,District #25,Central
38768,Tam Ky,District #25,Central
38769,Hoi An,District #25,Central
38771,Dong Hoi,District #25,Central
38774,Quy Nhon,District #25,Central
38781,Quy Nhon,District #25,Central
38820,Hoi An,District #25,Central
38828,Tuy Hoa,District #25,Central
38839,Phan Thiet,District #25,Central
38841,Dong Hoi,District #25,Central
40111,Hoi An,District #25,Central
42001,Phan Thiet,District #25,Central
42002,Hue,District #25,Central
42003,Nha Trang,District #25,Central
42020,Da Nang,District #25,Central
42021,Phan Thiet,District #25,Central
42022,Da Nang,District #25,Central
42023,Quang Ngai,District #25,Central
42024,Hoi An,District #25,Central
42025,Hoi An,District #25,Central
42027,Dong Hoi,District #25,Central
42028,Phan Rang-Thap Cham,District #25,Central
42029,Da Nang,District #25,Central
42031,Hue,District #25,Central
42032,Nha Trang,District #25,Central
42033,Kon Tum,District #25,Central
42035,Da Nang,District #25,Central
42036,Hoi An,District #25,Central
42037,Quy Nhon,District #25,Central
42038,Nha Trang,District #25,Central
42039,Da Nang,District #25,Central
42040,Quang Ngai,District #25,Central
42041,Dong Hoi,District #25,Central
42044,Hoi An,District #25,Central
42045,Tuy Hoa,District #25,Central
42047,Da Nang,District #25,Central
42048,Tuy Hoa,District #25,Central
42049,Nha Trang,District #25,Central
42050,Hoi An,District #25,Central
42051,Hoi An,District #25,Central
42053,Phan Thiet,District #25,Central
42054,Quang Ngai,District #25,Central
42055,Tuy Hoa,District #25,Central
42056,Hoi An,District #25,Central
42058,Da Nang,District #25,Central
42060,Da Nang,District #25,Central
42061,Tam Ky,District #25,Central
42063,Nha Trang,District #25,Central
42064,Phan Rang-Thap Cham,District #25,Central
42066,Phan Rang-Thap Cham,District #25,Central
42069,Nha Trang,District #25,Central
42070,Tam Ky,District #25,Central
42071,Quy Nhon,District #25,Central
42076,Tuy Hoa,District #25,Central
42078,Dong Hoi,District #25,Central
42079,Dong Hoi,District #25,Central
42081,Da Nang,District #25,Central
42082,Quy Nhon,District #25,Central
42083,Kon Tum,District #25,Central
42084,Quy Nhon,District #25,Central
42085,Hoi An,District #25,Central
42086,Hoi An,District #25,Central
42087,Da Nang,District #25,Central
42088,Phan Rang-Thap Cham,District #25,Central
42301,Da Nang,District #25,Central
42302,Dong Hoi,District #25,Central
42303,Quy Nhon,District #25,Central
42304,Hue,District #25,Central
42322,Phan Thiet,District #25,Central
42325,Tuy Hoa,District #25,Central
42327,Phan Rang-Thap Cham,District #25,Central
42328,Kon Tum,District #25,Central
42334,Phan Thiet,District #25,Central
42343,Tuy Hoa,District #25,Central
42347,Quang Ngai,District #25,Central
42348,Tuy Hoa,District #25,Central
42350,Tam Ky,District #25,Central
42351,Hoi An,District #25,Central
42352,Quy Nhon,District #25,Central
42355,Tam Ky,District #25,Central
42356,Da Nang,District #25,Central
42364,Phan Thiet,District #25,Central
42366,Phan Thiet,District #25,Central
42368,Tam Ky,District #25,Central
42371,Tam Ky,District #25,Central
42372,Phan Thiet,District #25,Central
42376,Tam Ky,District #25,Central
42377,Tuy Hoa,District #25,Central
42378,Quang Ngai,District #25,Central
42402,Nha Trang,District #25,Central
42404,Phan Rang-Thap Cham,District #25,Central
42406,Hoi An,District #25,Central
42408,Hoi An,District #25,Central
42409,Tuy Hoa,District #25,Central
42410,Tuy Hoa,District #25,Central
42411,Kon Tum,District #25,Central
42413,Tuy Hoa,District #25,Central
42419,Da Nang,District #25,Central
42420,Phan Thiet,District #25,Central
